x_coordinate,y_coordinate,month,week,day_of_week,Predicted_CATEGORY
7681303,666551,5,22,Monday,OTHER
7660386,688077,2,6,Wednesday,OTHER
7645228,684152,2,9,Tuesday,OTHER
7643768,715878,5,19,Monday,OTHER
7645313,684647,4,14,Saturday,OTHER
7663147,684339,3,13,Wednesday,OTHER
7651098,669651,3,12,Thursday,OTHER
7626381,707570,1,1,Saturday,OTHER
7631262,656508,3,12,Thursday,OTHER
7659039,680664,4,15,Wednesday,OTHER
7669872,693709,4,16,Friday,STREET CRIMES
7669149,674300,3,13,Friday,OTHER
7643327,686259,1,2,Wednesday,OTHER
7643971,683149,5,21,Wednesday,OTHER
7665038,684201,2,8,Wednesday,OTHER
7674958,691767,3,11,Friday,OTHER
7657321,663366,4,14,Tuesday,OTHER
7657242,679896,5,19,Friday,OTHER
7665622,687412,5,18,Friday,OTHER
7654889,675195,4,15,Sunday,OTHER
7643023,705385,4,17,Friday,OTHER
7674995,663120,4,15,Thursday,OTHER
7634751,710385,2,7,Thursday,OTHER
7674746,671255,5,20,Wednesday,OTHER
7693290,671721,4,17,Friday,OTHER
7645396,684567,3,11,Sunday,OTHER
7656362,682857,5,22,Tuesday,OTHER
7650050,682636,3,13,Wednesday,OTHER
7670595,670209,4,14,Friday,OTHER
7649474,677532,2,7,Monday,OTHER
7682325,663070,5,18,Wednesday,OTHER
7636815,708175,3,13,Tuesday,OTHER
7658891,675670,5,18,Saturday,OTHER
7664629,665906,1,5,Tuesday,OTHER
7648420,682695,4,16,Saturday,STREET CRIMES
7679890,673556,1,1,Monday,OTHER
7668572,681188,5,21,Monday,OTHER
7654316,670545,1,1,Monday,OTHER
7644063,680354,3,10,Monday,OTHER
7685960,676217,5,19,Saturday,OTHER
7644284,686073,3,10,Friday,OTHER
7644587,681966,2,5,Saturday,OTHER
7669222,696734,1,1,Thursday,OTHER
7626421,713669,1,2,Wednesday,STREET CRIMES
7689874,684744,1,3,Monday,OTHER
7676476,670953,2,6,Monday,OTHER
7683012,681750,2,6,Friday,OTHER
7648321,681520,2,8,Wednesday,OTHER
7669463,689328,2,6,Friday,OTHER
7683923,694632,3,10,Friday,OTHER
7655043,676956,2,5,Wednesday,OTHER
7642727,682169,4,17,Saturday,STREET CRIMES
7664315,685283,2,5,Thursday,OTHER
7662685,685996,4,14,Wednesday,OTHER
7650579,687362,4,17,Friday,STREET CRIMES
7690069,676203,4,15,Tuesday,OTHER
7647627,684958,5,19,Friday,OTHER
7664639,691845,2,7,Saturday,OTHER
7689348,681135,4,16,Friday,OTHER
7645659,674406,1,4,Wednesday,OTHER
7647132,694146,3,12,Friday,OTHER
7668232,681602,1,4,Sunday,OTHER
7676963,670867,3,11,Friday,OTHER
7622683,690017,2,8,Sunday,OTHER
7683408,676241,5,19,Saturday,OTHER
7643849,683321,1,3,Wednesday,OTHER
7644801,701833,1,52,Sunday,OTHER
7685284,680491,1,5,Tuesday,OTHER
7639776,704466,5,19,Tuesday,OTHER
7641509,665424,1,52,Sunday,OTHER
7649818,680205,5,22,Wednesday,OTHER
7642627,685594,1,2,Tuesday,OTHER
7620422,713708,1,1,Friday,OTHER
7673332,682219,5,19,Sunday,OTHER
7659511,679794,4,14,Friday,OTHER
7645665,678365,3,11,Tuesday,OTHER
7685286,694162,1,1,Saturday,OTHER
7632948,678919,4,17,Monday,OTHER
7644084,672576,3,10,Thursday,OTHER
7644933,699317,3,10,Monday,OTHER
7645266,684907,3,13,Wednesday,OTHER
7665846,667472,1,2,Saturday,OTHER
7650130,687548,4,13,Saturday,OTHER
7676157,683335,1,3,Tuesday,OTHER
7643852,686359,2,8,Thursday,OTHER
7657497,671143,3,10,Sunday,OTHER
7651905,674724,5,19,Friday,OTHER
7669255,669042,3,12,Thursday,OTHER
7634434,660080,3,12,Tuesday,OTHER
7657944,669787,3,11,Saturday,OTHER
7645419,684173,3,11,Thursday,OTHER
7650363,688502,3,10,Thursday,OTHER
7639998,706101,4,14,Thursday,OTHER
7661463,677382,3,11,Tuesday,OTHER
7642903,660144,3,11,Tuesday,OTHER
7645450,684069,1,2,Tuesday,OTHER
7666624,684974,5,18,Tuesday,OTHER
7643203,703204,3,12,Monday,OTHER
7634330,709228,4,16,Wednesday,OTHER
7683208,674190,1,2,Thursday,OTHER
7672988,703602,2,5,Friday,OTHER
7663909,695687,3,13,Friday,OTHER
7661188,679531,2,8,Monday,OTHER
7642372,679502,2,6,Monday,OTHER
7642374,706057,3,12,Monday,OTHER
7653200,661708,1,52,Sunday,OTHER
7659438,674146,3,12,Tuesday,OTHER
7629854,671568,3,13,Monday,OTHER
7645947,684779,5,18,Friday,OTHER
7655346,692845,5,20,Wednesday,OTHER
7669288,680408,5,19,Friday,OTHER
7651743,686959,2,8,Thursday,OTHER
7650612,675824,4,15,Wednesday,OTHER
7650963,670402,3,11,Monday,OTHER
7639179,701649,4,15,Saturday,OTHER
7649096,663617,4,14,Friday,OTHER
7650644,685664,2,9,Monday,OTHER
7680263,690830,4,16,Tuesday,OTHER
7640997,684446,2,6,Tuesday,OTHER
7686499,683523,3,9,Saturday,OTHER
7644756,684195,1,3,Saturday,OTHER
7648823,684052,4,15,Sunday,STREET CRIMES
7659357,668168,3,9,Friday,OTHER
7659357,668168,5,21,Sunday,OTHER
7669288,680408,1,2,Saturday,OTHER
7647966,687553,3,9,Saturday,OTHER
7688469,693518,3,10,Saturday,OTHER
7650261,671972,4,17,Wednesday,OTHER
7671493,664757,3,11,Monday,OTHER
7643410,704055,1,1,Friday,OTHER
7644796,685268,3,9,Friday,OTHER
7642637,684174,4,15,Saturday,OTHER
7686098,674157,2,8,Friday,OTHER
7650566,702540,4,17,Friday,OTHER
7644436,685008,4,14,Monday,OTHER
7688232,693248,1,5,Tuesday,OTHER
7673037,667120,1,1,Wednesday,OTHER
7645684,683201,4,16,Friday,OTHER
7674481,696935,3,11,Saturday,OTHER
7675540,696904,5,20,Thursday,OTHER
7663580,674390,3,12,Thursday,OTHER
7657361,673640,5,21,Thursday,OTHER
7647119,699304,3,9,Wednesday,OTHER
7674141,687330,3,10,Wednesday,OTHER
7654073,686655,1,3,Friday,OTHER
7677980,677138,2,8,Monday,OTHER
7660369,670769,4,14,Friday,OTHER
7647567,692162,4,14,Monday,OTHER
7670696,684827,4,14,Sunday,OTHER
7686984,681214,4,16,Friday,OTHER
7669092,683293,3,10,Sunday,OTHER
7627175,679705,1,3,Monday,OTHER
7689112,663125,1,2,Tuesday,OTHER
7664278,693395,2,7,Wednesday,OTHER
7657000,682975,1,1,Wednesday,OTHER
7661331,669853,3,11,Wednesday,OTHER
7648588,676423,1,5,Tuesday,OTHER
7675175,668940,3,10,Wednesday,OTHER
7678628,703279,1,1,Wednesday,OTHER
7679114,669389,2,7,Friday,OTHER
7642918,682653,4,15,Monday,OTHER
7642379,687950,5,19,Tuesday,OTHER
7671642,670888,5,21,Tuesday,OTHER
7638816,684853,3,13,Monday,OTHER
7669519,675056,4,17,Thursday,OTHER
7689105,681724,5,21,Wednesday,OTHER
7658628,680360,3,12,Sunday,OTHER
7618818,721763,2,5,Saturday,OTHER
7654895,681687,3,11,Friday,OTHER
7640890,687260,5,20,Friday,OTHER
7689688,692706,2,6,Monday,OTHER
7680112,673918,1,2,Sunday,OTHER
7668859,670464,3,13,Tuesday,OTHER
7644251,684068,3,12,Thursday,OTHER
7648758,682152,5,20,Friday,OTHER
7657795,672156,1,1,Tuesday,OTHER
7667428,688524,4,15,Friday,OTHER
7669180,674315,4,14,Saturday,STREET CRIMES
7667134,692775,5,21,Tuesday,STREET CRIMES
7673487,703064,2,8,Wednesday,OTHER
7692273,671740,4,16,Sunday,OTHER
7650031,689595,3,11,Tuesday,OTHER
7642029,684146,4,17,Sunday,OTHER
7644083,683157,2,5,Sunday,OTHER
7643337,685789,3,10,Wednesday,OTHER
7670023,684292,3,13,Thursday,OTHER
7641184,719527,4,17,Sunday,OTHER
7653528,691990,4,16,Wednesday,OTHER
7691408,681344,2,5,Thursday,OTHER
7675516,677443,1,2,Sunday,OTHER
7671587,695547,4,14,Friday,OTHER
7671885,678718,3,11,Thursday,OTHER
7665051,662279,2,7,Thursday,OTHER
7636240,667111,2,6,Monday,OTHER
7648230,678501,5,20,Tuesday,OTHER
7684610,673883,4,16,Thursday,STREET CRIMES
7672333,697615,1,1,Wednesday,OTHER
7641651,684441,5,18,Wednesday,OTHER
7654901,688400,2,5,Friday,OTHER
7644780,690762,3,9,Saturday,OTHER
7652306,676661,2,7,Thursday,OTHER
7643381,682322,1,2,Sunday,OTHER
7675070,670333,4,17,Wednesday,OTHER
7632771,663965,3,12,Friday,OTHER
7651945,681699,5,22,Tuesday,OTHER
7657986,674434,3,10,Wednesday,OTHER
7635727,662838,4,15,Tuesday,OTHER
7647168,704734,2,8,Wednesday,OTHER
7668379,694387,3,12,Saturday,OTHER
7665221,663692,3,9,Sunday,OTHER
7681430,683150,4,15,Saturday,OTHER
7681905,674154,2,8,Friday,OTHER
7648396,682086,2,5,Sunday,OTHER
7679900,699701,5,21,Monday,OTHER
7644496,680315,4,17,Thursday,OTHER
7645088,681757,3,12,Tuesday,OTHER
7644886,707910,5,20,Sunday,OTHER
7656689,677248,3,13,Monday,OTHER
7686334,695460,1,2,Saturday,OTHER
7641989,688031,5,20,Monday,OTHER
7625316,712329,1,1,Monday,OTHER
7676397,666184,3,9,Friday,OTHER
7643380,690371,1,4,Wednesday,OTHER
7668350,693629,2,8,Thursday,OTHER
7659234,697053,2,7,Thursday,OTHER
7643213,683375,3,13,Friday,OTHER
7669196,685980,4,15,Thursday,OTHER
7650137,686718,2,5,Wednesday,OTHER
7679764,673124,3,11,Sunday,OTHER
7664602,664872,3,11,Wednesday,OTHER
7640105,707651,4,15,Tuesday,OTHER
7690024,687702,5,21,Sunday,OTHER
7642599,679364,5,19,Thursday,STREET CRIMES
7675259,696931,2,6,Sunday,OTHER
7644694,684019,1,4,Thursday,OTHER
7645111,682212,5,21,Friday,OTHER
7650151,682536,2,8,Saturday,OTHER
7650103,676065,1,4,Thursday,OTHER
7659357,668168,3,9,Sunday,OTHER
7691879,672225,5,21,Sunday,STREET CRIMES
7668820,702352,5,19,Saturday,STREET CRIMES
7670663,669205,3,11,Monday,OTHER
7649636,664253,4,16,Sunday,OTHER
7647451,701080,3,12,Sunday,OTHER
7645266,684907,3,11,Tuesday,OTHER
7693303,671786,5,21,Sunday,STREET CRIMES
7650579,687362,2,8,Friday,OTHER
7643688,683079,3,13,Wednesday,OTHER
7663419,685875,2,5,Wednesday,OTHER
7650289,686955,1,4,Saturday,OTHER
7678789,689765,1,5,Monday,OTHER
7684735,693739,4,14,Sunday,OTHER
7661465,668014,4,14,Tuesday,OTHER
7644486,683395,4,17,Thursday,OTHER
7639838,681617,2,7,Wednesday,OTHER
7645335,686052,3,10,Sunday,OTHER
7643853,677244,1,2,Tuesday,OTHER
7643153,684237,3,10,Sunday,OTHER
7667084,692526,5,18,Monday,OTHER
7648121,695879,3,9,Friday,OTHER
7661465,668014,1,1,Thursday,OTHER
7692104,672067,1,1,Tuesday,OTHER
7650187,681694,3,12,Wednesday,OTHER
7669694,702360,4,15,Tuesday,OTHER
7650928,668477,1,2,Wednesday,OTHER
7681906,666469,2,6,Thursday,OTHER
7677426,676558,4,17,Tuesday,OTHER
7663732,664024,5,21,Monday,STREET CRIMES
7659380,677423,5,20,Tuesday,OTHER
7644238,715794,2,7,Sunday,OTHER
7669351,687429,2,7,Monday,OTHER
7641911,681877,1,2,Monday,OTHER
7641029,685440,4,17,Monday,OTHER
7669271,669043,5,20,Thursday,OTHER
7665884,667572,4,14,Tuesday,OTHER
7651459,680236,4,15,Wednesday,OTHER
7642250,687041,3,12,Saturday,OTHER
7675482,681856,2,8,Friday,OTHER
7689105,681724,3,10,Friday,STREET CRIMES
7643842,680867,1,4,Wednesday,OTHER
7667484,683560,5,22,Monday,STREET CRIMES
7645313,684647,3,10,Wednesday,OTHER
7666379,673486,4,16,Sunday,OTHER
7638638,685732,5,19,Tuesday,OTHER
7683068,678592,4,16,Thursday,OTHER
7670504,668720,4,15,Friday,OTHER
7646801,694815,3,11,Tuesday,OTHER
7677090,674117,3,12,Tuesday,OTHER
7657894,687719,4,17,Saturday,OTHER
7679633,677104,4,15,Friday,OTHER
7644097,685348,5,20,Wednesday,OTHER
7644113,685915,1,4,Friday,OTHER
7679888,687101,1,3,Wednesday,OTHER
7659152,687827,3,13,Thursday,OTHER
7662979,671968,2,7,Tuesday,OTHER
7638738,686914,4,17,Wednesday,OTHER
7648350,691461,2,8,Friday,OTHER
7648816,705354,2,7,Friday,OTHER
7669531,672817,1,1,Monday,OTHER
7654077,675568,3,11,Sunday,OTHER
7669946,677835,3,11,Thursday,OTHER
7665611,674295,3,10,Tuesday,OTHER
7666947,668370,4,16,Wednesday,STREET CRIMES
7687116,690391,3,13,Thursday,OTHER
7651036,685904,4,16,Thursday,OTHER
7690024,681395,4,14,Friday,OTHER
7662846,675281,4,15,Wednesday,OTHER
7641222,668761,4,16,Monday,OTHER
7679691,671055,5,18,Thursday,OTHER
7642548,716231,1,4,Saturday,OTHER
7661196,685033,4,15,Wednesday,OTHER
7671575,667819,4,15,Friday,OTHER
7664873,662902,4,15,Thursday,OTHER
7635071,707811,5,20,Tuesday,OTHER
7672555,685874,2,5,Sunday,OTHER
7641444,683628,2,8,Monday,OTHER
7648604,699816,2,8,Tuesday,OTHER
7665988,663703,4,16,Monday,OTHER
7659196,688633,3,10,Monday,OTHER
7642531,682645,1,3,Wednesday,OTHER
7681351,676866,5,20,Friday,OTHER
7644214,682741,4,16,Wednesday,OTHER
7673484,696619,4,14,Saturday,OTHER
7675133,683159,5,18,Sunday,OTHER
7644971,679423,4,14,Wednesday,OTHER
7643078,684078,4,17,Friday,OTHER
7649916,683323,3,10,Wednesday,OTHER
7670640,666286,5,21,Tuesday,OTHER
7631806,667488,4,14,Friday,OTHER
7644357,684829,4,14,Thursday,OTHER
7647207,685317,5,21,Thursday,OTHER
7678568,702903,3,13,Thursday,OTHER
7644111,684896,2,7,Wednesday,OTHER
7670301,693293,3,12,Friday,OTHER
7645218,684647,1,3,Monday,OTHER
7668367,670051,2,7,Friday,OTHER
7686521,676433,5,21,Tuesday,OTHER
7665701,685075,5,20,Friday,OTHER
7637969,696657,3,10,Thursday,OTHER
7679176,681921,2,6,Thursday,OTHER
7640817,685612,4,17,Sunday,OTHER
7650320,687621,5,19,Saturday,OTHER
7649069,685509,1,52,Sunday,OTHER
7691553,666475,2,6,Wednesday,OTHER
7666935,665426,3,11,Friday,OTHER
7665875,692334,4,15,Tuesday,OTHER
7654447,673271,2,7,Tuesday,OTHER
7657635,683879,5,19,Friday,OTHER
7691592,672338,5,19,Friday,OTHER
7664141,699847,5,18,Tuesday,OTHER
7672392,678809,3,13,Wednesday,OTHER
7642077,681312,2,6,Wednesday,OTHER
7641707,682379,5,20,Friday,OTHER
7646713,692123,5,22,Monday,OTHER
7639139,704052,1,1,Thursday,OTHER
7630457,660211,4,15,Thursday,OTHER
7683411,693418,2,5,Wednesday,STREET CRIMES
7652738,686223,1,1,Tuesday,OTHER
7642268,696245,3,11,Monday,OTHER
7649733,677524,2,7,Friday,OTHER
7687324,688106,4,15,Wednesday,OTHER
7664845,681834,5,21,Wednesday,OTHER
7687133,665618,4,16,Friday,OTHER
7674958,691767,5,18,Thursday,OTHER
7662697,661890,2,9,Monday,OTHER
7667810,684850,2,8,Friday,OTHER
7630099,696339,3,10,Thursday,OTHER
7651014,702346,5,18,Sunday,OTHER
7648551,688110,5,22,Monday,STREET CRIMES
7632505,666790,2,8,Tuesday,OTHER
7658280,688504,4,17,Thursday,OTHER
7644567,715763,4,17,Sunday,OTHER
7630696,671540,1,3,Saturday,OTHER
7672399,671502,3,11,Saturday,OTHER
7639793,685924,3,11,Wednesday,OTHER
7688612,688071,3,9,Sunday,OTHER
7663949,696125,5,21,Friday,OTHER
7649491,676185,1,4,Monday,OTHER
7641687,702225,2,7,Thursday,OTHER
7692454,671254,5,18,Wednesday,OTHER
7645518,674561,3,13,Monday,OTHER
7645762,699970,3,9,Sunday,OTHER
7675334,683313,4,14,Wednesday,OTHER
7664648,696281,5,19,Monday,OTHER
7672611,676767,5,19,Monday,OTHER
7623660,716990,3,12,Thursday,OTHER
7631259,711010,1,2,Wednesday,OTHER
7653788,680292,3,12,Sunday,OTHER
7652464,698954,4,13,Sunday,OTHER
7673598,696221,2,8,Saturday,OTHER
7686989,684572,2,8,Saturday,OTHER
7641526,678579,2,7,Sunday,OTHER
7664240,698478,3,13,Wednesday,OTHER
7657986,674434,2,8,Monday,OTHER
7671336,684804,3,11,Saturday,OTHER
7653323,662042,5,18,Sunday,OTHER
7677748,697016,4,13,Sunday,OTHER
7631206,707254,4,17,Tuesday,OTHER
7656184,688024,1,2,Saturday,OTHER
7661441,674446,4,14,Wednesday,OTHER
7643035,683678,4,14,Saturday,OTHER
7654356,683188,2,7,Tuesday,OTHER
7641462,666316,4,15,Tuesday,OTHER
7646644,687575,2,6,Monday,OTHER
7665297,668479,5,18,Saturday,OTHER
7640411,681420,3,12,Tuesday,OTHER
7643909,670974,1,1,Sunday,OTHER
7640068,675693,2,7,Sunday,OTHER
7661115,666719,2,8,Friday,OTHER
7680237,677613,5,20,Wednesday,OTHER
7649955,676027,5,21,Wednesday,OTHER
7676104,676801,1,5,Tuesday,OTHER
7668435,683580,2,7,Saturday,OTHER
7673680,678783,2,5,Saturday,OTHER
7681288,681900,4,14,Tuesday,OTHER
7654887,696401,4,13,Saturday,OTHER
7643589,667278,2,5,Saturday,OTHER
7645570,680713,2,7,Friday,OTHER
7652906,710763,4,14,Monday,OTHER
7633653,710830,4,15,Thursday,OTHER
7669718,695444,3,13,Wednesday,STREET CRIMES
7654076,672801,4,17,Thursday,OTHER
7677482,699594,1,1,Tuesday,OTHER
7684524,698614,2,9,Tuesday,OTHER
7688864,684392,4,17,Thursday,OTHER
7644240,702288,2,7,Thursday,OTHER
7669531,672817,4,17,Saturday,OTHER
7631790,655974,5,18,Friday,OTHER
7690177,680923,4,13,Saturday,OTHER
7681419,674032,4,17,Monday,OTHER
7660499,689244,1,4,Saturday,OTHER
7680811,675216,5,19,Sunday,OTHER
7675271,682027,1,5,Monday,OTHER
7675164,666441,2,8,Thursday,OTHER
7649808,663518,4,16,Monday,OTHER
7677315,700920,1,2,Thursday,OTHER
7642475,682273,1,1,Friday,OTHER
7647560,682878,3,9,Wednesday,OTHER
7657711,685561,5,18,Friday,OTHER
7638997,681537,2,7,Tuesday,OTHER
7644284,686073,5,18,Sunday,OTHER
7642768,686772,1,3,Tuesday,OTHER
7641596,687431,3,12,Saturday,OTHER
7668434,673242,2,7,Monday,OTHER
7650383,689475,2,6,Tuesday,OTHER
7643957,683350,2,7,Friday,OTHER
7659083,698411,5,21,Sunday,OTHER
7645969,684826,4,17,Saturday,OTHER
7645118,698738,1,1,Sunday,OTHER
7670497,699157,3,10,Friday,OTHER
7642747,681476,4,15,Wednesday,OTHER
7667955,664776,1,4,Thursday,STREET CRIMES
7643319,706377,4,15,Thursday,OTHER
7639861,682003,1,1,Wednesday,OTHER
7667498,673114,3,10,Tuesday,OTHER
7645656,684567,5,18,Sunday,OTHER
7643688,683079,5,18,Sunday,OTHER
7652241,680100,1,3,Saturday,OTHER
7635947,675372,2,5,Sunday,OTHER
7639040,683493,4,14,Monday,OTHER
7643595,682511,1,52,Sunday,OTHER
7649915,699502,2,9,Monday,STREET CRIMES
7645343,673653,1,1,Friday,OTHER
7648663,681336,5,18,Thursday,OTHER
7639336,685173,5,18,Monday,OTHER
7690177,680923,4,17,Wednesday,OTHER
7670701,677921,1,3,Thursday,OTHER
7623877,710972,2,5,Saturday,OTHER
7641093,683773,3,13,Wednesday,OTHER
7653768,694358,4,14,Thursday,OTHER
7671468,673209,5,21,Saturday,OTHER
7638327,684621,4,16,Thursday,OTHER
7644057,671900,1,2,Thursday,OTHER
7643960,684324,5,21,Wednesday,OTHER
7679238,685744,1,2,Friday,OTHER
7685174,672854,2,7,Wednesday,OTHER
7651948,677231,3,10,Wednesday,OTHER
7652560,688761,3,12,Thursday,OTHER
7644697,685688,1,4,Sunday,OTHER
7680128,672650,1,4,Friday,OTHER
7646490,711474,2,5,Sunday,OTHER
7665846,686408,5,21,Saturday,OTHER
7685424,667904,4,15,Tuesday,OTHER
7648193,698525,4,17,Friday,OTHER
7689986,676481,2,7,Monday,OTHER
7631243,683467,4,16,Thursday,OTHER
7647357,678079,5,20,Friday,OTHER
7679204,671190,1,3,Wednesday,OTHER
7640997,684446,5,18,Monday,OTHER
7654137,674331,2,8,Saturday,OTHER
7681485,671746,5,19,Tuesday,OTHER
7627016,713234,4,14,Saturday,STREET CRIMES
7649657,678518,2,9,Tuesday,OTHER
7633974,705612,4,17,Wednesday,OTHER
7680011,687212,1,1,Tuesday,MOTOR VEHICLE THEFT
7641262,687021,4,14,Wednesday,OTHER
7642673,682755,1,2,Thursday,OTHER
7648925,705440,5,18,Thursday,OTHER
7649027,688038,5,22,Tuesday,OTHER
7673422,695540,1,3,Friday,OTHER
7669309,676856,3,10,Sunday,OTHER
7669086,672030,3,11,Monday,OTHER
7679342,668726,5,18,Tuesday,OTHER
7677500,687353,4,14,Thursday,OTHER
7640405,684344,1,3,Saturday,STREET CRIMES
7651944,695845,1,5,Monday,OTHER
7649017,696769,4,15,Wednesday,OTHER
7689299,679768,4,15,Monday,OTHER
7674956,691726,1,2,Saturday,OTHER
7674834,695405,3,10,Friday,OTHER
7649470,691482,2,6,Friday,STREET CRIMES
7642193,678563,4,17,Tuesday,OTHER
7686335,683123,5,19,Saturday,OTHER
7679625,670150,4,14,Sunday,OTHER
7661997,694723,5,20,Sunday,OTHER
7633879,704908,2,6,Sunday,OTHER
7645213,684512,1,4,Wednesday,OTHER
7627497,655978,5,20,Saturday,OTHER
7649116,688473,3,9,Wednesday,STREET CRIMES
7648259,688587,3,11,Sunday,OTHER
7626159,708985,4,16,Tuesday,OTHER
7642527,680986,2,5,Wednesday,OTHER
7644573,683377,4,16,Thursday,OTHER
7678955,670889,2,6,Saturday,OTHER
7641686,684003,4,17,Monday,OTHER
7658569,679725,1,3,Sunday,OTHER
7650263,681152,2,6,Saturday,OTHER
7656560,702014,4,17,Wednesday,OTHER
7658256,681436,2,8,Friday,OTHER
7672193,682799,4,14,Tuesday,OTHER
7646929,688212,1,1,Thursday,OTHER
7684784,674762,3,12,Tuesday,OTHER
7687047,681972,3,11,Sunday,OTHER
7690114,692874,5,19,Monday,OTHER
7641918,681659,5,18,Monday,OTHER
7648036,684512,4,14,Monday,OTHER
7682937,669059,3,9,Sunday,OTHER
7668315,676579,5,19,Wednesday,OTHER
7641679,662445,2,7,Sunday,OTHER
7684198,677422,1,1,Saturday,OTHER
7687516,680437,2,6,Tuesday,OTHER
7648420,682695,4,17,Saturday,OTHER
7642442,696087,3,13,Thursday,BURGLARY
7676181,694784,5,20,Friday,OTHER
7639390,688343,1,2,Saturday,OTHER
7648978,692990,2,6,Monday,OTHER
7639285,705861,4,16,Monday,OTHER
7660791,679544,3,13,Wednesday,OTHER
7642508,687040,1,4,Wednesday,OTHER
7679838,695693,1,4,Wednesday,OTHER
7649291,688292,3,12,Wednesday,OTHER
7674005,688068,5,21,Wednesday,OTHER
7649772,686973,5,18,Thursday,OTHER
7680177,694213,5,21,Monday,OTHER
7669605,687661,3,12,Thursday,OTHER
7640036,685092,2,5,Friday,OTHER
7642508,687040,1,5,Monday,OTHER
7668794,663822,4,15,Friday,OTHER
7685690,679953,2,5,Saturday,OTHER
7680282,684930,3,12,Saturday,OTHER
7675313,687330,3,12,Thursday,OTHER
7642506,684440,1,2,Wednesday,OTHER
7650263,689481,1,4,Tuesday,OTHER
7642729,679639,2,7,Tuesday,OTHER
7652200,681691,3,12,Saturday,OTHER
7673064,687264,2,6,Wednesday,OTHER
7643410,704055,4,16,Friday,OTHER
7690243,676000,2,8,Sunday,OTHER
7650044,687566,1,3,Sunday,OTHER
7661503,665325,5,20,Wednesday,OTHER
7644240,702288,3,10,Tuesday,STREET CRIMES
7642861,686404,1,4,Tuesday,OTHER
7683803,694717,2,5,Wednesday,OTHER
7680699,682999,4,17,Monday,OTHER
7681396,678831,2,5,Sunday,OTHER
7633962,659730,1,4,Thursday,OTHER
7656648,702404,2,7,Monday,OTHER
7651461,684521,4,17,Monday,OTHER
7671666,662623,5,22,Wednesday,OTHER
7680730,673286,4,14,Tuesday,OTHER
7670888,667505,3,12,Thursday,OTHER
7679915,684559,1,4,Monday,OTHER
7679510,675743,5,20,Friday,OTHER
7647348,690566,2,5,Sunday,OTHER
7681766,665310,3,9,Friday,OTHER
7668326,674322,2,7,Monday,OTHER
7650935,661326,1,4,Tuesday,OTHER
7657992,681559,1,3,Wednesday,OTHER
7652769,680077,1,4,Wednesday,OTHER
7639341,665012,4,13,Saturday,OTHER
7668406,685256,5,18,Saturday,OTHER
7679701,684067,1,3,Wednesday,OTHER
7629938,665748,2,5,Sunday,OTHER
7644595,694895,4,15,Saturday,OTHER
7645320,718197,5,20,Sunday,OTHER
7677588,687234,3,12,Wednesday,OTHER
7640061,703298,5,21,Friday,OTHER
7667511,674755,2,5,Thursday,OTHER
7684239,679637,4,14,Wednesday,OTHER
7664588,667197,2,7,Saturday,OTHER
7678971,671054,1,5,Tuesday,OTHER
7680710,678002,2,7,Wednesday,OTHER
7659701,683272,5,18,Saturday,OTHER
7645114,680897,5,18,Friday,OTHER
7647296,686924,5,20,Wednesday,OTHER
7642097,681726,1,2,Monday,STREET CRIMES
7662699,695489,1,5,Monday,OTHER
7672368,665361,4,15,Thursday,OTHER
7675460,680606,5,20,Monday,OTHER
7657997,674699,1,2,Saturday,OTHER
7642464,681122,1,2,Tuesday,OTHER
7650555,667751,5,21,Sunday,OTHER
7643956,685739,5,20,Sunday,OTHER
7644944,694729,4,16,Sunday,OTHER
7687053,681792,4,14,Wednesday,OTHER
7670064,694191,1,1,Monday,OTHER
7648571,676180,4,14,Wednesday,OTHER
7678694,692228,5,19,Tuesday,OTHER
7677942,672466,5,21,Saturday,STREET CRIMES
7667231,681781,4,17,Saturday,OTHER
7635089,661721,2,6,Friday,OTHER
7676070,681858,1,1,Friday,OTHER
7679966,679896,5,19,Tuesday,OTHER
7656433,688794,2,5,Thursday,OTHER
7660126,676257,3,10,Thursday,OTHER
7678201,692477,4,13,Sunday,OTHER
7650973,663666,5,20,Thursday,OTHER
7643555,704158,5,21,Friday,OTHER
7652979,688616,3,12,Monday,OTHER
7648627,697828,4,14,Tuesday,OTHER
7647694,684396,3,12,Wednesday,OTHER
7638220,688474,3,10,Thursday,OTHER
7638754,686786,5,18,Tuesday,OTHER
7640350,663918,3,11,Thursday,OTHER
7679756,667718,2,7,Monday,OTHER
7671746,673580,4,13,Sunday,OTHER
7679915,684559,5,18,Tuesday,OTHER
7657853,680834,3,9,Friday,OTHER
7651364,693808,2,6,Monday,OTHER
7648193,682467,4,13,Sunday,OTHER
7680455,694602,3,10,Saturday,OTHER
7665455,697764,2,7,Thursday,OTHER
7648275,680774,5,18,Wednesday,OTHER
7679728,676467,5,18,Monday,OTHER
7664407,677324,5,18,Friday,OTHER
7651190,690807,3,9,Wednesday,OTHER
7650823,693845,3,10,Thursday,OTHER
7653320,677230,2,7,Sunday,OTHER
7671517,704190,4,15,Thursday,OTHER
7656357,679872,4,15,Wednesday,OTHER
7664030,686894,2,6,Sunday,OTHER
7644113,685915,4,15,Sunday,OTHER
7646820,690699,3,9,Friday,OTHER
7643937,681877,3,10,Thursday,OTHER
7670654,699991,1,2,Tuesday,OTHER
7641562,681524,1,4,Thursday,STREET CRIMES
7639471,666339,3,11,Monday,OTHER
